score;txt
1;Comprei um Tablet Qbex e o produto veio com defeito! NÃO CARREGA...
1;Ainda tenho esperança de receber o produto. Aparentemente o problema foi no Correio.
1;Eu cancelei este pedido, não tem como avaliar.
1;horrivel demoraram um mes e não enviaram o produto ai cancelei e não me devolveram o dinheiro ate hoje
1;Comprei um Shampoo e um pente para barba, me mandaram apenas o Shampoo e até agora nada do pente... estou bem irritado e se nao me enviarem meu pedido corretamente eu vou entrar na justiça.
1;O relógio entregue foi um modelo feminino e não unissex como consta na propaganda. É muito pequeno. No site aparenta ser grande, como desejava. Como não é possível uma troca, solicitei a devolução.
1;Produto falsificado com sinais nítidos de pirataria. Além disso vem vazio, sem tinta...Pode isso Arnaldo?
1;Produto ainda não foi entregue!
1;Produto com defeito, solicitei a devolução do mesmo.
1;O prazo já passou e nada do produto chegar.
1;nao recebi a quantidade de produto q paguei
1;Pedir skate masculino veio feminino
1;O produto enviado veio com a caixa amassada,o tabuleiro rasgado e as fichas já destacadas.O jogo que recebi não era da mesma qualidade e não condizia com o da foto no site.Não era da mesma edição.
1;Ótimo site para comprar muito confiável
1;Comprei 4 rodas e só chegou 1 cadê as outras 3?
1;Atraso na entrega.
1;Efetuei a compra de 3 peças , conforme descrito na nota fiscal, mas ontem recebi apenas 2. Está faltando 1 peça, entrei em contato imediatamente com o site e informei o ocorrido e ainda não respondera
1;Entrega atrasada!
1;Comprei facas de presente prometi. Minha esposa nao pude entregar.
1;Comprei dois cartuchos de tinta e recebi um.
1;Infelizmente o arejador não é articulado e nem 3/4, pois não coube na torneira do tanque.
1;Comprei 3 quadros e só chegou um, o da guitarra. Quadro de péssima qualidade, impressão de baixíssima resolução.
1;pelo valor pago a qualidade foi bem inferior, eu não compraria novamente
1;Ainda não recebi
1;Produto nunca chegou.
1;Gostei do produto, porém entregaram apenas 1 unidade, faltou uma unidade do produto, algo aconteceu durante na entrega
1;No anuncio mostra 9 peças tudo mentira eles contam com o recheio dos travesseiroseus e almofadas que por sinal é de péssima qualidade pedaços de espuma picadas horrível péssimo
1;veio somente uma pastilha de 06 e nao recebi o cloro ainda !!!
1;Compra efetuada em 28/11 e a nota fiscal ainda não foi emitida....
1;A boneca não é igual a imagem que está no site, por isso fiquei bem desapontado, pois sempre que comprei algumas coisas por esse site eram bem atendidas
1;Não veio o que foi pedido!!
1;nao entregou o pedido dentro do prazo ja solicitei cancelamento
1;Não sei se por culpa da transportadora ou não, o fato é de que não recebi o produto ainda, e já está fora do prazo de entrega.
1;Comprei uma coisa e recebi uma falsificação. Cancelei o pedido e msm assim foi entregue como se não ouvesse o cancelamento.
1;"\"O site acusa \"\"pedido entregue\"\""
1;comprei uma cortina de 3x2,80. me enviaram duas cortinas, sendo cada uma de 1,50x2,80. PALHAÇADAAAAAAAAAAAAAAAAAAAAAAAAA.
1;HOJE, dia 02/08/2017- quarta feira, Informo que ainda NÃO recebi 02 Lustres Pendente Meia Lua Meia Bola Esfera Alumínio 34cm escovado, O Correios só entregou até agora 4 dos 6 Lustres que comprei....
1;A parte superior do produto foi mal feita, não encaixa corretamente e está folgada.
1;Não chegou nada ..
1;otimo
1;Depois de esperar o prazo final de entrega descubro que o produto está indisponível. Paguei pelo mesmo com frete e só no prazo final da entrega descobriram que não tinha em estoque?????
1;Faz um mês que comprei o produto e o mesmo não foi entregue. Mesmo depois de uma semana após o prazo da entrega.
1;demora, paguei um absurdo no frete ainda não chego, eu reclamei para correio para a lojas amiricanas, o correio falo q não pode faser bada q eu tenho q esperar, ja passo do prazo de entrega
1;Minha mercadoria chegou antes do prazo e é exelente
1;"\"Dois técnicos tentaram instalar o produto mas, segundo eles, o aparelho não conecta: \"\"provavelmente trata-se de um defeito\"\". Sendo assim"
1;O produto não funciona, demora demais par o envio e depois para resolver a devolução
1;2 dias fora do prazo já mandei email pra empresa e ninguém responde estou preocupada de não chegar meu produto tenho urgência em usá-lo já está pago já passou do prazo e ninguém me comunica nada sobre
1;Excelente
1;Não estou com o produto em mãos!
1;Infelizmente não recebi o produto solicitado e pago.
1;Comprei um relógio por ORIGINAL, além de vir falsificado veio com defeito, não funciona, e ainda me cobraram garantia estendida
1;Passados 50 dias, não recebi o produto.
1;O relogio não esta funcionando. Nao esta quebrado. Mas nao funciona com a pilha de jeito nenhum. Veio com defeito
1;Recebi o produto porém não é original,e como é um produto pra ingerir não quero colocar a minha saúde em risco.
1;Pedi um produto e veio outro
1;Fiz a compra de 2 cartuchos de impressora, que estou precisando muito, e até agora não recebi.
1;Não recebi nem uma notificação de atraso
1;A impressão do quadro é péssima. Detestei e estou tentando fazer a devolução do produto
1;Meu tapete ainda não foi entregue.
1;O prazo para entrega do produto era dia 21//3, hoje é 26/03 e ainda não chegou. Já enviei mensagem para a empresa para saber o que está ocorrendo, mas eles não me responderam. Não recomendo
1;Solicito a troca do produto
1;Parece que o produto não foi testado antes de sair da loja, tempo de espera perdido, produto defeituoso.
1;Lençol de baixa qualidade, transparente, produto descartável
1;Na página do produto a foto mostra um produto original, com a maçã da apple. O produto chegou e não é um produto original.
1;Estive peneirando minha pesquisa em jogo de cama de solteiro e 100 % algodão e infelizmente depois de olhar vários acabei escolhendo um que depois de concluir a compra fui verificar que era de casal .
1;Pedi o cancelamento deste produto, mas a loja ou o sistema do site da lannister não cancelaram. O produto foi deixado na agência dos Correios. Não pretendo ir buscá-lo. Desejo o estorno do valor.
1;Mentiroso paguei 3 canecas veio só uma e rachada quebrada.. Já foi descontado o valor das 3 canecas xô meu cartão... E só me mandaram uma e rachada quebrada.. cade as outras????? Falta de respeito
1;Apenas foi entregue 1 mercadoria
1;Meu produto ainda não foi entregue estou muito insatisfeito com a loja.
1;Produto diferente do anunciado
1;Minha opinião, como consumidora esperando o produto, para uso de trabalho, a resposta foi nenhuma dos correios quando entrei com o protocolo dos senhores não havia entreg, depois área de risco simples
1;Não gostei tecido ruim péssimo
1;Produto não entregue
1;Comprei mas nao veio entrega ainda queria dabe onde esta o produto
1;Loja muito ruim
1;Bom dia!!! Ainda não recebi a minha encomenda!
1;Nao recebi... e nem recebi justificatica porqie tá demorando
1;Só foi entregue um dos produtos
1;preciso receber já está pago, houve erro de numeração no imóvel, já corrigido, por favor, me ajudem...
1;Muita demora para avisar que não tinha o produto, venderam o que não tinham, demora para devolver o dinheiro, absurdo.
1;O fone nao recarrega, nao segura carga..
1;Comprei um controle duosat trent e veio um paralelo
1;Boa noite!
1;Não recomendo pois recebi um produto diferente do solicitado
1;Me mandaram os potes vermelho, comprei preto....
1;Nao recebi o lustre de bola o quadro foi entregue.
1;Não recebi produto ...
1;Não recomendo. O produto foi postado muito depois de comprovado o pagamento.
1;Ainda estou aguardando a entrega do meu produto, mais de trinta dias de espera e nada de chegar.
1;Recebi um modelo de relógio diferente do que comprei. O modelo Casio que comprei é o A680, porém, para minha surpresa recebi o A168. Fora isso tenho lá minhas dúvidas sobre a originalidade do produto.
1;Sem comentários
1;Por duas vezes adquiri produtos com vocês,sendo cobrada taxa de entrega contudo das duas vezes realizadas nao foi entregue conforme acordado bem como não houve a restituição dos valores
1;Não gostei trabalho deles
1;Comprei dois produtos e recebi apenas um
1;Boa noite!
1;Meu produto não chegou ainda .
1;Depois de pago e depois de 7. Entrega para 9 Dias aparece produto indisponível. Sacanagem. Só depois de 17 dias a América vê o problema depois que eu mandei 2. Email é o pedido das 12 canecas.
1;Prateleiras com cantos vivo, colunas nao encaixam, faltam arroelas para nao danificar a pintura, prateleiras chegaram todas amassadas.
1;Tive que cancelar o pedido, pois a empresa entrou em contato e disse que não tinha como efetuar o envio do produto... Uma situação um tanto chata, você paga, espera e depois de dias tem que cancelar.
1;Usei dois dias e tá dando curto
1;Atrasos acontecem nenhuma empresa está livre de passar por algum problema de logística. Mas o fato de não comunicarem seu cliente final é vergonhoso. Até o Mercado Livre tem controle sobre atrasos!
1;"Comprei Três pneus para bros; um aro 17 e 2 aro 19 mas até agora só chegaram um aro 17 e um aro 19. Já enviei um e-mail para a loja e estou esperando uma resposta sobre o ocorrido."
1;Devolvi as toalhas, porque não foi o que esperava em relação a qualidade do produto a entrega e assistência da baratheon estão de parabéns portanto comprei outros jogos de toalhas
1;Recebi o produto dia 15.12.17 e encaminhei um e-mail ao stark sobre ter recebido o produto com Defeito. O stark informou que estaria repassando para o parceiro. No aguardo da resolução.
1;infelizmente recebi o produto danificado
1;Comprei 3 luminárias, só recebi 2. Já abrir chamado e não tive resposta.
1;Tive problemas sérios com a troca de local de entrega e meu produto nunca chegou, cancelei a minha compra e dificilmente volto a comprar
1;Boa tarde!
1;a Entrega não foi realizada.
1;Produto veio avariado e até o momento não entraram em contato para troca.
1;Muito ruim a qualidade, as bordas do desenho veio com aspecto de queimado, não consigo tirar a pelicula da frente do espelho pra ver se afetou o mesmo... sem adesivo pra fixar.
1;estou insatisfeita em relação a entrega que não foi entregue ainda,já paguei a parcela do produto e não o recebi ainda.
1;Não recebi
1;Meu pedido era para ser entregue até dia 22/03/18, até a presente data (24/03) a nota fiscal não foi emitida, solicitei várias vezes não obtive retorno, não recomendo esta Loja, nem a lannister!!!!!!
1;Faltou um produto o, a guia dupla cinto segurança para dois caes
1;Entrega super em atraso, preciso de um esclarecimento do ocorrido
1;Não recebi o produto ainda. Muito atraso ! Nunca passei por isto em nenhuma loja. Muito insatisfeito com o serviço.
1;O cheiro do produto e muito forte! Mas pelo preço não tenho do que reclamar!
1;Pensei que os body's fossem de algodão, mas, é um tecido sintético e a impressão que imaginei ser um silk de qualidade, é uma sublimação. Enfim, tecido ruim. Não deixa a pele respirar. Não recomendo.
1;não foi entregue
1;Não recebi o produto mas no rastreamento consta que foi entregue no dia 28/03.
1;Produto nao chegou ainda tentei contato para saber como resolver o problema
1;Chegou meu pedido incompleto
1;O produto foi comprado em 10/10/2016, não chegou e agora recebo esta avaliação perguntando o que achei.
1;Considerando o site stark nunca tive problema algum e recomendo ao meus amigos porém está empresa que está atendendo com a venda do produto deixou a desejar com o prazo de entrega... Será q chega?
1;Ainda hoje, 25.02.18, não houve entrega do produto.
1;Comprei duas malas para viagem e só foi entregue uma mala no dia 19/03. Já mandei um email solicitando o porquê que não foi entregue também a outra mala, mais até agora nenhuma resposta.
1;Boa noite
1;Não chegou
1;Demorou quase 15 dias pra falar que não tinha o produto no estoque... muita falta de responsabilidade da empresa.
1;"\"Comprei dois mascotes do boneco Tom , das Olimpíadas e depois de quase dois meses essa empresa \"\" parceira \"\" mandou e mail dizendo que a compra foi cancelada !Paguei à vista"
1;O pacote até chegou, mas quando fomos abrir para conferir e usufruir do mesmo nos deparamos com outro produto totalmente diferente sem nenhuma característica do que realmente pedimos! Oque devo fazer?
1;A entrega foi um atraso total. Tive que comprar o produto em outra loja, e chegou antes do este. Agora quero fazer a devolução.
1;Preciso de um posicionamento se a mercadoria Será entregue ou se a compra será estornada do cartão. Aguardo urgente retorno.
1;Só recebi as máscaras, não recebi as luvas.
1;Pedi 2 cortinas no meu pedido e so veio uma pq??
1;Não deveria ter comprado
1;Ainda não recebi meu produto, não sei porque?
1;não chegaram todos os produtos
1;Produto não foi entregue até o momento. Atraso de dois dias sem previsão para entrega
1;"\"Comprei um kit, carrinho, bebê conforto e base para o bebê conforto, só foram entregue o bebê conforto e a base, no status do meu pedido está como si a mercadoria, \"\"kit"
1;Produto não chegou e não obrive resposta de nenhuma das duas solicitações que enviei para site da lannister e nem da targaryen. Aguardado resposta.
1;A entrega esta atrasada.
1;O prazo encerrou no dia 10/11/2018 e até presente data não foi entregue.
1;Relógio mal acabado e frágil, qualidade muito ruim, parece de barraquinha de camelô. Não vale o preço de jeito nenhum.
1;Não gostei pois me deram 20 dias ÚTEIS e depois desses 20 dias meu produto não chegou
1;Conprei para dar de Natal para a minha filha. Espero que chegue a tempo.
1;Vieram somente 2 dos 3 itens que pedi
1;Estou aguardando entrega da segunda cuba. Só veio uma.
1;Muita demora na entrega.
1;E estao demorando seculos para fazer o extorno. Nunca mais vou comprar pela stark e seus parciros.
1;além de ter sido muito mal embalado sem nenhuma proteção e por isso chegou completamente danificado, a mesa é bamba e o apoio para o tampo é ruim e fica escorregando, tive que improvisar.
1;OEQUIPAMENTO NÃO FUNCIONA. O mini cartao SD nao encaixa e o computador não reconhece quando é conectado com o cabo USB
1;eu pedi o cartucho A78 e me entregaram o A85
1;Agora ja recebi o que faltava hoje dia 1 de junho.
1;o relogio ja veio danificado e eu ja entrei em contato para a devolução do mesmo
1;Péssima entrega fiz a compra no dia 13/02 e até hoje 18/03 não recebi o produto
1;Comprei Escova De Dentes Curaprox Black Edition - Cerdas Pretas. Foi entregue Escova Roxa com cerdas Verdes.
1;não recebi ainda
1;NUNCA MAIS COMPRO NESSA PORCARIA!
1;O produto é maravilhoso mas pela quantidade não vale a pena
1;não recebi as mercadorias até a presente data nem tão satisfação o porquê da demora da entrega no processo pós-venda.
1;Recebi o produto quebrado e sem funcionar. Tentei contato com a empresa, mas não conseguiram localizar meu pedido.
1;Comprei o Kit Shampo, Óleo, Balm E Pente Para Barba Usebarba. Porém, faltou o pente!!!
1;Cancelei ha tempos, enviaram mesmo assim e nao estornaram os valores
1;Ate hoje não recebi .
1;Produto veio com defeito, a caixa do relógio solta,sem parafusos. Quero devolução!!
1;Eu só recebi um lustre e comprei dois anota veio dois e só recebi um
1;porque recebi o e mail dizendo que nao iria receber o produto mas no dia sequinte ele apareceu
1;O produto veio diferente do que eu pedi paguei frete é tive de ir aos Correios em uma agência muito distante de casa
1;Já pedi a troca e não fizeram
1;Solicitei a compra das lâminas que no anúncio falam que são da marca PHILIPS, no entanto o produto é falsificado e sem contar a demora para a entrega no qual eu paguei frete e tive q buscar nos correi
1;Estou esperando há quase um mês, uma falta de respeito ao consumidor
1;O produto enviado não chega nem perto das bordas, mesmo sendo edge e sabendo que não era abaulado. Não recomendo ninguém a comprar. Voi tentar trocar. Se não vai ser dinheiro jogado fora.
1;Loja recomendada. Produto de péssima qualidade.
1;O produto não chegou ainda
1;Não recebi o produto na quantidade adquirida, pois somente uma embalagem (pote) invés de duas.
1;não foi entregue a mercadoria
1;Comprei e eles não tinham o produto.
1;Foi vendido um produto como sendo original e veio uma imitação.
1;comprei dois perfumes sendo que só veio um na caixa e pra ajudar o perfume e falsificado e marcado na caixa venda proibida que e só pra teste
1;A caneta espiã não funciona queria que vocês manda se outra para mim pôquer que vocês mandou não funciona não carrega não posso ficar com ela sim
1;Comprei duas torres de cerveja, a transportadora só me entregou uma embalagem e que só tinha uma torre dentro, estou muito insatisfeita!
1;PEDIDO APROVADO DIA 06/10, POR DEMORA CANCELAMENTO DO PEDIDO NO DIA 17/10 E MESMO ASSIM MANDAM A MERCADORIA. ESTOU TENTANDO, DESDE O DIA 20/10 CONTATO VIA stark MAS NÃO OBTENHO RESPOSTA/RETORNO.
1;A garrafinha não possui 1,5 L conforme anunciado, nem se encher até a tampa! E o material também não é lá essas coisas, para mim não valeu o preço pago.
1;Comprei 2 unidades. Apos atraso na entrega , recebi apenas 1 unidade. O grave é que o produto vem em embalagem individual e com nota fisc que aponta na nota fiscal 2 unidades. Recebi ontem com atras
1;Produto não entregue
1;Mandaram o relógio, ao chegar observei que estava parado.
1;Nunca tive problemas com stark.com, mas infelizmente dessa vez errou mesmo. Pedi uma mangueira de entrada de água e recebi uma mangueira de saída.
1;Fiz a compra de 2 conjuntos, e apesar de constar na nota fiscal os 2, somente 1 conjunto foi enviado no pacote. Quero meu outro conjunto.
1;Recebi apenas um produto de dois que comprei e este veio com vários defeitos demonstrando ser um produto de baixa qualidade
1;Comprei e em seguida vi que nao era o cassete com 10v, cancelei em menos de 15 minutos após a compra e mesmo assim enviaram o produto
1;O produto que veio não é o que eu comprei, inclusive a nota fiscal veio em nome de outra pessoa, e não consigo contato para resolver o problema
1;Já paguei e ainda não recebo o perfume.
1;As pessoas não conseguem contato. Inclusive estou indo atrás dos meus direitos como consumidor e por estar me sentindo lesado. A pessoa a qual comprei a mochila, está levando com saco plástico.
1;A Ducha chegou sem o desviador que consta na foto. Já reclamei no SAC da KDT emissor da Nota Fiscal no dia 07/03/2018 e ate o momento nada foi resolvido. Favor tomar providencias.
1;Efetuado a compra dia 16/02 aprovado dia 20/02, emitido a nota 22/02 mto tempo para processo de analise e envio e ate o dia 08/03 não recebi o produto
1;Tudo pago, produto e frete e não chegou nada
1;Fiz uma compra de uma Cortina Jade Quarto e Sala 2,00m x 1,70m para Varão Simples no começo de dezembro e ate agora não recebi o produto sendo q estava previsto para chegar ate o dia
1;Prezados minha encomenda era do produto waterpik 110 v e foi entregue o produto em 220 v. Como procedo a troca ?
1;Bom quanto ao produto nao posso opinar Porque ainda não o recebi, comprei para dar de presente mas ja estou me arrependendo. targaryeni parceiro lannister não recomendo 1 estrela porque nao pode se menos
1;Ainda não recebi o meu produto o prazo de entrega era até 23/03 e até agora não chegou.
1;Não cancelaram meu pedido na data certa, agora tenho que levar no correio
1;ainda não chegou
1;Nao recebi os produtos
1;Comprei dois produtos no mesmo dia, sexta-feira de black friday, no início de dezembro. O jogo de panelas tramontina chegou dentro do prazo, que era até o dia 11-12, mas a pipoqueira ainda não chegou.
1;Meu produto constar que foi entregue mais não chegou nada na minha casa e hoje de manhã eu liguei na central da lannister pra saber o que aconteceu e atendente? mim informou pra ey esperar até terça
1;É couro sintético!!
1;Produto não entregue e sem dar satisfação ao cliente.
1;nao recebi o produto
1;Foi enviado produto Diferente daquele do anúncio. Solicitei devolver o produto e receber o valor pago, porém ainda não tive resposta. Espero resolver este desagradável problema de forma consensual.
1;Fazem entrega em horário comercial. Nesse período, estamos trabalhando para pagar o que encomendamos
1;Péssima experiência, nunca mais comprarei por esse site.
1;O Produto veio avariado. A caixa do mesmo muito amassada, com alguns rasgos e cheia de fita adesiva. E o produto veio sem uma das rodas. Já mandei vários e-mails para a stark e não tive retorno...
1;Efetuei a compra, tudo normal. mas quando já estava perto da entrega, colocaram que o produto estava indisponível.
1;Comprei um kit com 2 pomadas e recebi apenas uma, Já enviei mensagem e não obtive resposta. Completa falta de respeito.
1;Preciso de uma posição pois não recebi o mesmo.
1;não recebi o produto. estou pagando por algo que não recebi. Absurdo. desrespeito com o consumidor.
1;Atraso na entrega
1;Veio apenas 1 travesseiro e comprei 2. Na nota veio como 2 produtos, mas não recebi. Liguei na empresa e me disseram que ainda irei receber o outro e até agora não recebi. Estou aguardando.
1;Das cinco cadeiras que comprei chegaram somente duas com acabamento em tecido, o pedido foi feito com acabamento em corino...
1;Cancelei a compra e mesmo assim me entregaram produto e ainda entregaram outro modelo.
1;Consta que meu pedido foi entregue dia 20/12, e não foi, gostaria de saber o que vocês vão fazer agora. No aguardo
1;Não foi entregue no prazo estimado!!!
1;COMPREI 4 FRASCOS MODER E VEIO SO 1 COMBRANDO O VALOR DE 4.
1;Veio metade
1;O produto nao e original nao fala se e replica ou original...comprei na certeza achando que seria..relogio nem e aprova dagua..achei que lannister nao trabalhava com esse tipo de mercadoria...
1;Ainda não recomendaria pq não recebi o produto
1;Absurdo... já acabou o prazo de entrega e o produto nem saiu ainds(a nota fiscal não foi emitida). Agora virou festa: 2 produto q compro e n recebo! o site da stark p mim n é MAIS DE CONFIANÇA!!!!
1;Meu produto não chegou
1;"\"Até o momento, a entrega do produto ainda não foi feita e está atrasada, portanto não posso avaliá-lo. Último status dos Correios: \"\"Objeto ainda não chegou à unidade de Viana-ES. Por favor"
1;Apesar de fazer a mesma funções, trocaram os adaptadores e esse que recebi aparentemente parece ser inferior ao que comprei, tanto em qualidade do material como o valor 5x mais barato
1;Realizei minha compra no dia 10/10 porém só chegou 1 produto sendo que paguei por 3 unidades MOP Spray. Estou muito insatisfeita inclusive com o atendimento.
1;pessima
1;Muito demorado!
1;o site não atualiza as informações e não tem como reclamar que a mercadoria ta atrasada uma merda
1;O produto nao chegou e estou aguardando a devoluçao do dinheiro
1;Produto não foi entregue
1;Vou deixar mha opinião assim q receber.
1;O produto ainda NÃO chegou!
1;lannister deveria cancelar essa parceria pois a empresa targaryen é um embuste , é fraudulenta , agiu de má fé . Essa empresa denigre a imagem das lannister.com ... Estou no aguardo do meu reembolso
1;Já passou o prazo de entrega e nada de produto.
1;não recebi o produto, não tenho o que avaliar.
1;Comprei um produto nesta loja já fez um mês e não recebi o produto.
1;Recebi o produto diferente da foto e faltando uma tesoura.E ninguém até agora resolveu para mim! Não recomendo! Não comprem!
1;quanto tempo mais de espera?
1;Coloquei que não foi entregue por que eu que tive q ir buscar. Eles não entregam na minha casa... E outra uma semana de uso o fone já está dando problemas!
1;Demora absurda na entrega do produto, isso é se eu vou recebeR ele né
1;Comprei 2 unidades, recebi apenas 1. Gostaria que entrassem em contato comigo.
1;Comprei 2 calculadoras e só recebi 1. A minha secretaria recebeu do correio e assinou. Ao abrir vi q só recebi 1 calculadora e na nota fiscal constavam 2. Paguei 2 p receber 1!! Qual a explicação!!
1;Espero receber o mais rápido possível a minha compra!
1;Demora. Eu compro tudo pelo baratheon aí vem tudo separado no cartão. Pq as lojas são diferentes. Horrível
1;O produto não foi entregue. Nem se quer chegou em casa.
1;Só acho errado vocês cobrarem o frete e eu ter que ter ido retirar nos correios.
1;Aparelho não funciona direito
1;Gostaria de saber guando vou receber o meu pedido. Não consigo falar com a stark. Espero uma resposta mais breve possível.
1;Qualidade inferior ao mostrado nas imagens!
1;Não entregam no prazo, fiz uma compra no dia 3 de fevereiro e ainda não recebi minha mercadoria e nem satisfação dão ao cliente.
1;Fornecedor péssimo, não recebi meu produto até hoje, nunca mais comprarei nem indicarei stark pra ninguém. Muito ruim .
1;Depois de trinta dias avisam que não poderá entregar o produto porque está indisponível. Absurdo
1;Arrependi do produto, fui pedir a devolução, faz mais de 48 horas e ninguem me deu uma resposta. Insatisfeito!
1;Foi entregue um produto divergente do que eu havia comprado, além de não vir com todos os acessórios constantes na descrição do anuncio. Solicito providências urgentes.
1;O prazo de entrega venceu a 2 dias e ainda não recebi o produto. Já enviei e-mail para essa loja parceira das lannister.com mas eles não respondem.
1;Até hoje 28/3 ainda não recebi o produto. Não sei se vou receber ou terei que entrar com processo para receber meu dinheiro de volta. Imagine se tivesse dependendo disto?
1;comprei liquido e veio comprimidos
1;Demorou muito para ser entregue
1;Recebi só os lençóis, não recebi a colcha king cobre bege. Essa compra foi um erro, é horrível a entrega. Quero cancelar a colcha que não recebi
1;Demorou 2 meses p depois cancelar
1;Material de plástico horrível para por na sua sala
1;O meu produto ainda não foi entregue, sendo que o prazo inicial era de chegar até 14/12 e hoje já é dia 18/12 e nada.
1;Depois de 25 dias esperando pelo meu produto, fui informado que tiveram um problema de logistica, e iriam cancelar a entrega, porque não avisaram antes, quero meu dinheiro de volta.
1;A película de gel veio de outro aparelho.
1;Péssimo serviço
1;Comprei o produto na voltagem 220 e veio na voltagem 110. Como faço para resolver isso?
1;não recebi o produto.
1;muito insatisfeita pois não obtive retorno do meu pedido
1;O produto veio com peças faltando. Não consigo usá-lo.
1;Tudo dentro do esperado
1;O produto voltou para o remetente.
1;Após aguardar mais de 1 mês da data do pagamento, o pedido foi cancelado pelo sistema. Fiz uma reclamação no site e até agora não recebi resposta. Uma falta de respeito e desonestidade.
1;A empresa terceira targaryen não é confiavel, eles vedem produtos que não tem, você paga, espera, não recebe e depois tem que correr atras de reembolso.
1;O produto é replica de material frágil, paguei 125 fora quase 30 de frete por uma réplica, enquato na loja um e 250,e arrependi, se soubesse nunca compraria aq, não recomendado, horrível não gostei.
1;Infelizmente, me entregaram um modelo diferente do que comprei. Inferior é mais barato. Lamentável.
1;Muita demora na entrega
1;O produto foi entregue errado. Não recebi o produto que comprei.
1;o produto MANGUEIRA MAGICA 5M/15M, apresentou os seguintes problemas: cabo arranhado, várias partes da mangueira morta, e com ferros saindo da mangueira. Foi solicitado uma nova e estou no aguardo.
1;ainda não recebi o produto acredito que não seja culpa do vendedor e sim dos correios , e estou com urgência
1;Comprei 2produtos e só recebi 1 estou aguardando e ate agora ja tentei entrar em contato e nada ainda
1;Até a data presente não recebi meu produto,muito demorado,estou arrependida de ter feito a compra.
1;"\"Eu recebi somente o relógio da coruja. Não recebi o relógio preto esportivo. No entanto, o status da entrega consta \"\"produto entregue\"\"."
1;2 dos 4 sensores não funciona. Ja foram feito todos os testes e produto não esta funcionando.
1;AINDA NÃO RECEBI A ENCOMENDA
1;Eu comprei um relógio e me mandaram outro
1;Comprei no dia 29/11 e a data de entrega deveria ser 12/12, porém até hoje (14/12) a mercadoria nem entregue para transporte foi. Preciso de informações corretas sobre quando receberei.
1;não posso recomendar pois não recebi o produto
1;ainda nao recebi o produto, que ja deveria ter chegado, por isso estou começando a ficar desapontada com o site lannister
1;Não era bem o que eu esperava
1;Fiz o cancelamento do pedido antes de ser enviado, mas mesmo assim fizeram o envio do produto.
1;O prazo para meu produto chegar era até o dia 10/04/2018 e até agora não recebi.
1;Estou no aguardo do meu produto!!
1;Colocaram o perfume a venda e depois de aprovado falam que não tem estoque
1;Me deram o prazo de 26 dias, para entrega, e restando 4, me informam que não seria possível, a entrega de meu produto.. Simplesmente ridículo..
1;Estou indignada. É o presente de natal do eu filho ,comprei com antecedência e não chegou.
1;Não entregaram o pedido
1;A compra desse item me lembra uma música:
1;Comprei, paguei, e não entregaram!
1;Comprei o relógio e não veio o que eu pedi e tudo indica que ê falsificado. Não gostei.
1;Não sei se foi por causa dos correios, mas o fato é que nem sei se vou receber o produto, pois o lojista não entrou em contato comigo, mesmo após reclamação.
1;Atraso na entrega sem dar satisfação ao cliente, que com certeza escolheu o produto com cuidado e com as melhores expectativas. Falta de consideração.
1;Meu produto veio errado outro modelo fui trocar não tem mais
1;O produto é otimo, mas a lannister deixa muito a desejar. O produto chegou dentro do prazo, mas era 16 dias de prazo, muito tempo de espera e tambem uns dos produtos veio ERRADO.
1;DEMORA NA ENTREGA ,PRODUTO RUIM RESUMO NÃO GOSTEI
1;aguardo resposta de vcs.
1;No status esta dizendo que ja foi entregue, agora cade o produto??
1;Compreis os 2 itens só recebi a película de vidro
1;Nao recebi
1;Fiz a compra do produto para presentear uma pessoa. Após alguns dias da compra o produto passou a ser informado como indisponível. O valor já foi descontado do cartão e o produto não entregue!
1;encomendei e paguei por 2 unidades do produto (Película de vidro 3D Moto X4) e somente uma foi entregue.
1;Comprei 2 cartuchos e entregaram apenas 1 deles.
1;Bom gostaria muito de receber o produto esa é a primeira vez que isso acontece
1;EU NÃO GOSTEI DO ATRASO PORQUE ERA PRESENTE DO NATAL
1;Não recebi nem ao menos, nenhuma notificação do destino do produto... É uma falta de respeito com o cliente.
1;Veio como eu esperava
1;comprei um relógio chegou outro. quero fazer a troca!
1;Estou ha mais de 1 mes esperando meu produto, e se quer tem um número pra falar com um atendente das lannister!! Só gravação
1;A lojas lannister possui o produto na loja e não quer me enviar e o parceiro targaryen somente depois de dois meses após a compra quando procurado disse não ter o produto disponível. Eu quero meu produto
1;Comprei 3 cadeiras, todas vieram faltando peças. nao consegui solicitar troca pelo site, dá erro de conexão. Também não consegui por telefone. soliciitei por e-mail e nao recebi retorno
1;Comprei o mesmo produto , gostaria de devolver.Como faço.
1;Meu produto não chegou e ao rastrear aparece como erro no processo da entrega!!
1;Não Gostei da qualidade do produto, muito fino as peças das toalhas, pessima qualidade.
1;nao recebi a capa anti poeira , mais foi cancelado do boleto
1;Estou aguardando o produto.
1;O produto me chegou divergindo em relação ao informado no site sobre o funcionamento do mesmo. Falta o botão redutor de velocidade
1;Ainda não recebi meu produto... chateada
1;QUERO fazer a devolução.
1;Não gostei do material do produto,o acabamento é ruim nota-se imperfeições!!!!
1;Eu recebi o produto sem o Pistão da cadeira, abri uma solicitação de devolução e foi cancelada pelo vendedor loja, sem nenhum motivo e vou ficar no prejuízo pois não fui atendido.
1;veio errado comprei 2 unidade veio somente 1
